Date,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,Weather
2025-01-08,Bangalore,133.6,60.75,146.78,66.96,4.13,76.29,87.61,Rainy
2025-01-08,Kolkata,60.45,144.68,15.64,82.96,7.33,68.85,74.31,Clear
2025-01-08,Chennai,218.0,211.5,20.0,89.49,7.85,15.9,105.56,Hazy
2025-01-08,Hyderabad,174.01,100.06,24.92,89.82,7.34,69.01,88.54,Foggy
2025-01-08,Pune,222.68,185.42,32.4,27.55,6.93,52.29,98.27,Foggy
2025-01-08,Ahmedabad,170.74,291.55,86.79,55.56,8.76,44.27,122.75,Clear
2025-01-08,Jaipur,58.9,293.54,42.13,19.2,0.61,94.22,85.68,Rainy
2025-01-08,Lucknow,28.62,296.82,40.02,14.95,0.88,115.98,84.2,Cloudy
2025-01-07,Delhi,182.3,90.81,140.43,15.97,2.21,97.9,91.59,Cloudy
2025-01-07,Mumbai,187.94,147.17,127.78,26.47,9.39,92.45,112.62,Clear
2025-01-07,Bangalore,201.11,232.64,71.52,64.18,5.07,87.66,117.97,Foggy
2025-01-07,Kolkata,33.74,65.29,13.96,84.06,1.22,87.07,49.39,Cloudy
2025-01-07,Chennai,188.11,123.56,147.7,58.33,4.14,107.65,111.12,Hazy
2025-01-07,Hyderabad,157.8,102.3,28.36,71.51,2.83,122.81,85.18,Cloudy
2025-01-07,Pune,83.72,52.89,91.9,48.5,2.65,160.73,77.37,Cloudy
2025-01-07,Ahmedabad,129.88,118.34,19.47,37.33,4.95,140.88,82.57,Clear
2025-01-07,Jaipur,163.64,104.07,26.44,58.04,9.75,113.75,93.91,Clear
2025-01-07,Lucknow,64.86,227.68,103.42,19.37,1.48,130.7,93.47,Clear
2025-01-06,Delhi,143.19,70.45,76.78,10.62,2.89,127.78,76.29,Cloudy
2025-01-06,Mumbai,243.35,130.63,105.38,54.3,4.76,12.22,98.91,Clear
2025-01-06,Bangalore,210.93,105.71,101.79,8.9,0.67,138.65,95.45,Rainy
2025-01-06,Kolkata,54.95,103.82,11.12,54.44,8.62,145.73,76.04,Foggy
2025-01-06,Chennai,158.13,122.23,24.6,42.27,6.53,18.95,71.91,Clear
2025-01-06,Hyderabad,183.71,238.17,129.77,31.47,1.01,148.84,123.68,Hazy
2025-01-06,Pune,240.68,264.73,125.51,99.39,9.39,168.16,165.4,Rainy
2025-01-06,Ahmedabad,25.76,80.8,144.39,73.64,9.63,103.72,87.44,Hazy
2025-01-06,Jaipur,210.55,73.39,49.97,50.87,2.38,142.4,91.83,Hazy
2025-01-06,Lucknow,163.86,80.01,95.64,99.19,6.09,112.22,101.97,Rainy
2025-01-05,Delhi,239.24,189.37,103.34,43.11,4.55,106.96,121.25,Cloudy
2025-01-05,Mumbai,131.05,169.45,98.89,91.8,5.1,156.01,116.37,Hazy
2025-01-05,Bangalore,248.68,106.84,121.96,67.86,9.3,94.95,122.21,Hazy
2025-01-05,Kolkata,115.06,276.4,110.61,40.83,9.09,90.46,120.71,Hazy
2025-01-05,Chennai,232.92,43.57,146.51,36.05,5.2,89.89,100.16,Clear
2025-01-05,Hyderabad,101.05,250.65,99.98,74.78,1.31,130.64,111.7,Cloudy
2025-01-05,Pune,212.83,104.21,34.96,45.92,7.82,45.18,86.88,Clear
2025-01-05,Ahmedabad,195.68,199.19,143.11,91.63,2.33,52.46,117.56,Foggy
2025-01-05,Jaipur,38.68,70.44,34.94,50.11,0.81,142.94,57.54,Hazy
2025-01-05,Lucknow,202.05,209.89,73.94,90.66,1.68,154.86,124.7,Foggy
2025-01-04,Delhi,138.55,171.71,51.72,28.64,2.07,46.58,76.32,Foggy
2025-01-04,Mumbai,138.59,238.32,110.29,99.87,7.68,117.92,130.3,Clear
2025-01-04,Bangalore,162.33,140.03,34.94,77.93,4.61,39.03,83.39,Foggy
2025-01-04,Kolkata,76.23,92.16,53.34,37.13,8.93,21.51,61.61,Rainy
2025-01-04,Chennai,74.72,294.01,117.27,77.95,9.05,118.71,128.86,Hazy
2025-01-04,Hyderabad,41.95,299.77,129.31,40.19,3.06,70.89,102.12,Hazy
2025-01-04,Pune,172.19,176.18,10.16,24.32,3.91,67.17,81.52,Cloudy
2025-01-04,Ahmedabad,114.41,291.68,78.93,49.62,9.14,138.46,127.42,Cloudy
2025-01-04,Jaipur,157.16,135.16,131.58,98.69,2.69,129.39,113.15,Rainy
2025-01-04,Lucknow,123.15,296.58,74.23,43.03,1.38,129.16,113.32,Clear
2025-01-03,Delhi,212.25,255.09,22.45,72.34,4.6,132.13,123.38,Clear
2025-01-03,Mumbai,190.06,267.28,114.13,33.59,1.22,123.26,123.42,Foggy
2025-01-03,Bangalore,67.71,229.63,72.68,90.01,0.76,158.97,104.43,Hazy
2025-01-03,Kolkata,196.68,295.84,122.36,27.25,2.43,153.49,136.65,Hazy
2025-01-03,Chennai,195.71,255.48,127.77,86.18,7.09,172.63,151.45,Hazy
2025-01-03,Hyderabad,122.13,244.79,89.71,37.66,8.47,52.73,105.29,Hazy
2025-01-03,Pune,152.78,50.93,108.52,73.0,6.82,84.82,89.71,Foggy
2025-01-03,Ahmedabad,142.71,294.72,142.23,85.08,1.76,151.21,138.93,Cloudy
2025-01-03,Jaipur,108.63,47.7,141.46,60.08,4.08,115.94,85.77,Rainy
2025-01-03,Lucknow,155.34,160.82,11.84,74.2,2.87,92.84,87.29,Clear
2025-01-02,Delhi,140.12,262.62,42.59,74.82,4.89,149.64,119.78,Rainy
2025-01-02,Mumbai,220.37,95.35,12.12,21.14,3.09,87.38,77.88,Rainy
2025-01-02,Bangalore,248.91,164.48,57.57,10.93,3.32,122.04,106.19,Cloudy
2025-01-02,Kolkata,80.25,56.65,20.36,98.68,1.25,131.76,66.7,Foggy
2025-01-02,Chennai,83.72,150.77,26.98,96.06,1.08,35.93,67.38,Clear
2025-01-02,Hyderabad,159.29,188.83,138.37,40.92,2.06,91.37,106.56,Rainy
2025-01-02,Pune,106.79,280.03,75.87,32.63,2.92,170.35,115.81,Hazy
2025-01-02,Ahmedabad,85.16,132.19,36.89,7.69,3.29,171.15,77.66,Cloudy
2025-01-02,Jaipur,73.08,246.92,16.52,45.61,7.7,46.64,84.3,Clear
2025-01-02,Lucknow,62.61,234.59,34.2,63.89,9.17,68.07,92.51,Cloudy
2025-01-01,Delhi,170.38,32.69,28.61,61.36,1.2,34.25,56.55,Clear
2025-01-01,Mumbai,36.44,51.15,58.57,60.94,6.53,123.54,65.99,Rainy
2025-01-01,Bangalore,72.87,39.24,63.25,42.35,1.97,77.71,52.52,Rainy
2025-01-01,Kolkata,198.93,132.99,83.9,47.43,7.68,62.26,100.39,Foggy
2025-01-01,Chennai,176.23,54.68,44.13,51.99,1.55,144.36,81.15,Foggy
2025-01-01,Hyderabad,249.92,41.01,58.69,76.06,5.24,21.52,83.27,Rainy
2025-01-01,Pune,231.54,268.16,101.13,70.3,2.05,53.79,124.24,Hazy
2025-01-01,Ahmedabad,119.43,78.93,25.21,97.71,4.82,95.91,77.56,Foggy
2025-01-01,Jaipur,73.6,92.95,77.04,6.42,9.94,84.3,72.29,Cloudy
2025-01-01,Lucknow,78.7,148.38,35.35,10.7,4.79,124.51,74.26,Cloudy
2024-12-31,Delhi,41.2,87.35,81.4,83.06,6.33,75.02,71.89,Hazy
2024-12-31,Mumbai,234.57,82.02,12.42,62.33,8.9,135.38,102.62,Hazy
2024-12-31,Bangalore,243.65,138.72,89.48,63.2,7.57,168.87,129.94,Hazy
2024-12-31,Kolkata,146.31,92.8,142.02,15.84,6.76,105.32,94.98,Clear
2024-12-31,Chennai,79.62,256.51,86.15,47.58,9.58,141.55,117.87,Hazy
2024-12-31,Hyderabad,59.51,55.85,35.48,48.46,3.61,174.06,68.24,Rainy
2024-12-31,Pune,149.39,260.35,59.63,53.08,4.41,13.0,96.59,Foggy
2024-12-31,Ahmedabad,95.26,39.67,130.14,88.05,3.73,174.73,94.19,Hazy
2024-12-31,Jaipur,63.76,271.56,19.32,22.63,8.15,56.01,85.8,Hazy
2024-12-31,Lucknow,103.07,68.76,64.89,88.2,6.97,54.82,74.91,Rainy
2024-12-30,Delhi,32.7,34.71,52.24,93.26,3.16,31.13,45.94,Cloudy
2024-12-30,Mumbai,83.95,56.68,136.27,90.3,6.09,14.9,73.83,Cloudy
2024-12-30,Bangalore,209.01,260.08,25.17,86.81,9.43,59.71,122.51,Clear
2024-12-30,Kolkata,107.66,145.95,96.58,65.53,0.79,45.98,78.27,Rainy
2024-12-30,Chennai,93.92,154.11,38.5,96.93,4.62,11.94,73.6,Cloudy
2024-12-30,Hyderabad,98.74,144.04,102.62,77.08,9.24,56.52,95.23,Clear
2024-12-30,Pune,208.79,282.67,90.43,14.49,9.21,135.0,137.25,Clear
2024-12-30,Ahmedabad,213.06,92.04,46.08,75.16,8.67,39.34,92.06,Rainy
2024-12-30,Jaipur,127.27,100.31,147.27,28.66,4.05,111.55,92.59,Clear
2024-12-30,Lucknow,127.93,246.75,15.09,68.91,7.04,25.41,92.41,Cloudy
2024-12-29,Delhi,198.22,127.01,54.49,92.84,0.98,178.36,110.12,Cloudy
2024-12-29,Mumbai,37.06,169.25,11.19,62.67,3.38,102.69,69.44,Clear
2024-12-29,Bangalore,29.59,67.61,17.11,18.81,7.56,174.5,63.87,Foggy
2024-12-29,Kolkata,151.34,104.39,18.39,54.25,1.64,123.84,78.1,Cloudy
2024-12-29,Chennai,130.35,128.53,101.54,47.7,2.24,85.97,86.08,Hazy
2024-12-29,Hyderabad,113.06,116.7,116.17,88.29,6.37,171.71,111.61,Foggy
2024-12-29,Pune,168.96,152.54,116.69,60.62,4.16,179.79,120.03,Cloudy
2024-12-29,Ahmedabad,172.33,118.34,86.27,65.26,0.82,167.6,103.0,Hazy
2024-12-29,Jaipur,141.13,162.46,130.88,44.26,1.58,75.66,95.03,Clear
2024-12-29,Lucknow,174.33,30.41,62.97,54.52,3.65,100.61,76.56,Clear
2024-12-28,Delhi,188.22,289.59,16.93,33.08,5.22,133.87,118.98,Cloudy
2024-12-28,Mumbai,129.5,284.2,106.01,46.76,5.01,89.23,117.63,Rainy
2024-12-28,Bangalore,157.34,199.87,108.45,91.85,2.18,153.29,122.1,Foggy
2024-12-28,Kolkata,133.09,203.36,62.03,83.8,2.74,91.62,100.22,Clear
2024-12-28,Chennai,157.06,122.81,16.22,70.42,2.47,51.62,73.81,Foggy
2024-12-28,Hyderabad,32.18,299.0,100.51,87.79,6.36,79.87,110.49,Clear
2024-12-28,Pune,245.43,146.55,70.61,77.92,3.73,122.94,116.79,Foggy
2024-12-28,Ahmedabad,159.21,235.89,25.22,55.33,4.32,143.67,110.42,Cloudy
2024-12-28,Jaipur,70.99,58.08,17.47,54.38,7.63,146.53,70.62,Hazy
2024-12-28,Lucknow,65.26,232.03,122.41,7.22,6.85,154.62,108.34,Cloudy
2024-12-27,Delhi,242.32,130.76,130.24,20.78,0.61,174.44,117.44,Hazy
2024-12-27,Mumbai,62.39,249.47,41.74,36.95,8.92,22.03,83.63,Rainy
2024-12-27,Bangalore,243.36,235.01,49.78,20.74,8.52,19.11,108.87,Foggy
2024-12-27,Kolkata,249.13,244.91,34.65,15.93,7.35,125.31,123.9,Cloudy
2024-12-27,Chennai,205.67,132.68,66.71,26.3,2.03,109.56,93.54,Cloudy
2024-12-27,Hyderabad,152.09,61.61,72.93,84.29,8.29,98.55,92.06,Clear
2024-12-27,Pune,20.79,289.88,136.59,18.57,1.51,40.45,86.9,Hazy
2024-12-27,Ahmedabad,156.33,119.66,35.62,16.35,2.36,122.37,78.99,Cloudy
2024-12-27,Jaipur,87.8,256.77,124.08,27.8,8.95,11.32,99.55,Cloudy
2024-12-27,Lucknow,113.85,252.07,116.32,34.82,2.4,146.45,114.58,Hazy
2024-12-26,Delhi,108.64,130.41,14.96,61.77,6.09,59.62,72.72,Rainy
2024-12-26,Mumbai,106.9,61.54,27.63,40.68,0.65,142.6,64.31,Hazy
2024-12-26,Bangalore,120.59,85.91,89.4,53.28,4.98,59.91,76.48,Foggy
2024-12-26,Kolkata,216.25,197.67,70.64,31.9,6.53,161.11,123.81,Hazy
2024-12-26,Chennai,180.92,187.13,140.21,74.4,8.82,57.29,121.36,Clear
2024-12-26,Hyderabad,97.76,114.32,93.37,26.71,3.93,102.12,78.93,Hazy
2024-12-26,Pune,182.21,70.52,130.89,97.13,3.74,89.25,101.23,Rainy
2024-12-26,Ahmedabad,75.16,98.17,147.67,81.39,1.73,134.02,92.29,Rainy
2024-12-26,Jaipur,125.58,230.57,142.48,21.49,8.2,91.87,115.67,Rainy
2024-12-26,Lucknow,173.58,38.83,63.93,45.62,4.6,97.92,77.65,Rainy
2024-12-25,Delhi,228.09,55.91,33.17,29.87,9.16,139.82,96.41,Cloudy
2024-12-25,Mumbai,208.85,124.49,14.64,54.87,2.09,116.31,90.01,Rainy
2024-12-25,Bangalore,128.56,109.72,55.26,61.12,8.47,133.69,95.51,Hazy
2024-12-25,Kolkata,210.16,67.5,14.14,9.81,3.34,93.3,71.38,Hazy
2024-12-25,Chennai,114.9,38.96,94.34,59.56,3.32,119.02,76.66,Foggy
2024-12-25,Hyderabad,46.85,177.36,142.05,46.23,8.37,22.09,86.38,Clear
2024-12-25,Pune,64.46,147.77,87.41,57.43,8.99,100.3,91.21,Clear
2024-12-25,Ahmedabad,206.65,85.86,118.1,57.66,4.51,112.42,104.3,Clear
2024-12-25,Jaipur,127.3,35.25,141.09,46.82,4.85,24.28,70.54,Clear
2024-12-25,Lucknow,184.73,140.22,137.01,52.79,3.48,101.85,108.57,Cloudy
2024-12-24,Delhi,120.81,117.59,119.9,53.76,1.96,74.8,84.41,Cloudy
2024-12-24,Mumbai,104.11,67.39,144.03,5.19,1.16,162.17,82.42,Foggy
2024-12-24,Bangalore,106.89,175.57,82.43,62.27,6.18,117.69,101.11,Cloudy
2024-12-24,Kolkata,104.86,182.15,95.16,52.59,5.09,12.78,83.07,Hazy
2024-12-24,Chennai,219.62,81.12,43.63,42.42,8.93,64.77,90.14,Foggy
2024-12-24,Hyderabad,38.66,85.47,38.35,40.81,3.65,172.28,68.68,Rainy
2024-12-24,Pune,135.69,251.09,78.62,46.0,9.74,49.92,109.79,Rainy
2024-12-24,Ahmedabad,235.32,291.58,41.29,18.44,9.72,83.28,127.85,Foggy
2024-12-24,Jaipur,112.46,182.57,43.32,78.35,2.95,166.08,102.05,Hazy
2024-12-24,Lucknow,239.02,296.84,42.88,56.58,2.94,59.88,120.77,Cloudy
2024-12-23,Delhi,206.0,239.08,142.3,60.22,7.63,45.93,128.31,Cloudy
2024-12-23,Mumbai,216.47,255.85,31.97,55.69,7.73,141.96,129.87,Clear
2024-12-23,Bangalore,243.31,62.94,74.35,32.41,2.26,42.74,79.73,Foggy
2024-12-23,Kolkata,194.46,210.43,116.84,10.85,2.11,96.11,108.3,Foggy
2024-12-23,Chennai,107.69,207.65,142.3,52.78,4.28,65.09,103.05,Foggy
2024-12-23,Hyderabad,138.26,175.49,20.38,81.1,8.51,137.37,106.28,Rainy
2024-12-23,Pune,71.64,95.73,51.77,57.15,6.9,37.88,63.86,Foggy
2024-12-23,Ahmedabad,58.05,135.0,84.11,34.11,1.96,136.71,77.93,Foggy
2024-12-23,Jaipur,187.39,286.38,64.2,57.87,1.18,65.26,112.15,Cloudy
2024-12-23,Lucknow,242.1,71.95,57.11,6.55,7.19,160.54,101.69,Foggy
2024-12-22,Delhi,162.2,188.4,81.97,34.35,1.41,133.59,102.44,Hazy
2024-12-22,Mumbai,97.21,206.17,57.39,95.96,6.05,36.5,92.29,Rainy
2024-12-22,Bangalore,235.76,55.71,67.39,97.53,1.63,23.8,82.75,Cloudy
2024-12-22,Kolkata,81.98,248.08,45.0,49.15,5.55,10.89,81.77,Rainy
2024-12-22,Chennai,229.62,39.49,60.89,66.02,9.73,32.81,87.69,Rainy
2024-12-22,Hyderabad,80.32,62.17,42.25,95.34,7.62,126.91,80.53,Cloudy
2024-12-22,Pune,115.82,51.83,104.7,49.7,1.02,170.53,83.8,Hazy
2024-12-22,Ahmedabad,184.38,266.97,53.2,81.51,5.39,169.04,134.83,Rainy
2024-12-22,Jaipur,70.03,130.25,29.63,80.73,7.8,159.62,91.38,Clear
2024-12-22,Lucknow,31.43,123.84,44.82,82.9,7.01,64.58,69.61,Clear
2024-12-21,Delhi,219.96,193.34,136.74,24.43,5.24,73.16,116.67,Foggy
2024-12-21,Mumbai,69.18,270.19,95.02,40.38,2.74,159.2,110.23,Foggy
2024-12-21,Bangalore,27.03,111.44,44.21,46.29,0.81,149.88,64.49,Hazy
2024-12-21,Kolkata,59.62,277.85,13.31,57.07,4.97,31.57,81.52,Hazy
2024-12-21,Chennai,87.87,137.53,111.42,43.41,2.28,75.1,79.69,Rainy
2024-12-21,Hyderabad,208.64,123.11,124.98,38.02,8.42,53.86,105.47,Rainy
2024-12-21,Pune,121.07,36.75,106.59,98.05,6.13,24.45,74.7,Foggy
2024-12-21,Ahmedabad,182.74,280.16,53.74,38.12,0.67,78.8,106.71,Rainy
2024-12-21,Jaipur,88.71,284.4,108.26,30.97,7.62,121.05,118.26,Hazy
2024-12-21,Lucknow,243.91,95.35,40.21,68.35,1.71,59.62,87.42,Foggy
2024-12-20,Delhi,249.14,268.47,17.21,68.64,6.89,91.9,127.38,Cloudy
2024-12-20,Mumbai,210.58,176.06,120.69,49.11,8.93,30.95,112.78,Clear
2024-12-20,Bangalore,76.99,104.18,131.6,41.98,3.76,86.51,79.81,Hazy
2024-12-20,Kolkata,25.66,226.22,31.76,94.53,2.23,176.87,96.22,Cloudy
2024-12-20,Chennai,241.56,144.66,129.14,62.39,8.05,99.7,126.33,Hazy
2024-12-20,Hyderabad,232.79,290.39,127.37,50.96,3.22,170.42,150.69,Foggy
2024-12-20,Pune,52.57,126.98,45.05,50.23,7.17,128.43,79.16,Cloudy
2024-12-20,Ahmedabad,198.66,118.26,68.06,70.19,3.73,35.43,87.98,Foggy
2024-12-20,Jaipur,133.15,111.27,79.0,54.36,3.67,178.76,98.87,Foggy
2024-12-20,Lucknow,238.5,164.42,97.7,20.65,4.39,57.0,103.69,Cloudy
2024-12-19,Delhi,99.72,230.79,47.36,91.94,7.57,177.37,120.48,Rainy
2024-12-19,Mumbai,134.98,265.17,144.96,98.77,6.39,136.8,140.76,Rainy
2024-12-19,Bangalore,95.76,30.44,82.37,13.58,4.94,60.42,55.33,Rainy
2024-12-19,Kolkata,139.89,232.87,133.51,98.62,7.16,127.34,133.97,Clear
2024-12-19,Chennai,214.45,194.83,28.57,75.41,0.62,40.28,93.29,Foggy
2024-12-19,Hyderabad,56.07,203.85,32.0,31.02,2.97,141.79,82.4,Hazy
2024-12-19,Pune,191.64,81.93,47.38,69.89,9.31,51.18,89.19,Rainy
2024-12-19,Ahmedabad,181.63,256.16,53.58,63.93,4.0,114.87,118.36,Clear
2024-12-19,Jaipur,99.14,233.06,84.1,23.4,6.03,110.78,101.8,Foggy
2024-12-19,Lucknow,151.82,172.06,21.47,20.86,2.99,87.77,80.65,Cloudy
2024-12-18,Delhi,197.77,105.53,28.4,79.78,5.08,63.38,87.61,Clear
2024-12-18,Mumbai,206.27,85.04,44.8,27.59,5.09,41.92,76.09,Rainy
2024-12-18,Bangalore,196.58,137.71,25.13,68.73,8.1,176.34,114.25,Hazy
2024-12-18,Kolkata,70.25,273.89,119.9,44.52,1.28,37.1,93.08,Hazy
2024-12-18,Chennai,52.35,119.22,16.86,95.88,5.67,58.96,66.66,Foggy
2024-12-18,Hyderabad,122.41,124.77,17.93,25.21,2.73,116.78,72.4,Foggy
2024-12-18,Pune,36.34,164.75,147.82,13.44,4.02,22.27,70.8,Cloudy
2024-12-18,Ahmedabad,70.1,235.46,108.36,53.68,9.54,149.37,118.73,Cloudy
2024-12-18,Jaipur,112.84,170.03,64.16,39.93,4.79,99.37,89.04,Foggy
2024-12-18,Lucknow,221.38,245.37,140.11,67.42,2.17,22.99,119.83,Clear
2024-12-17,Delhi,133.2,129.09,49.77,86.26,8.34,172.26,109.0,Hazy
2024-12-17,Mumbai,155.49,165.32,57.24,38.87,4.24,86.93,91.04,Foggy
2024-12-17,Bangalore,225.97,164.74,122.92,90.82,1.71,117.57,123.19,Clear
2024-12-17,Kolkata,165.57,244.85,99.58,31.99,3.1,81.3,109.05,Rainy
2024-12-17,Chennai,245.49,52.78,48.73,33.94,3.84,168.01,97.89,Cloudy
2024-12-17,Hyderabad,93.13,93.44,140.8,67.36,2.88,118.46,90.33,Foggy
2024-12-17,Pune,36.8,249.5,37.07,28.06,4.39,108.24,83.93,Foggy
2024-12-17,Ahmedabad,154.3,208.34,107.36,56.33,2.97,156.71,118.79,Foggy
2024-12-17,Jaipur,140.01,225.26,36.14,91.84,4.41,99.63,106.16,Rainy
2024-12-17,Lucknow,114.47,276.67,96.84,66.6,7.16,14.54,106.79,Cloudy
2024-12-16,Delhi,246.62,79.27,14.48,85.64,1.91,126.11,95.2,Hazy
2024-12-16,Mumbai,35.8,125.04,106.78,31.19,7.29,126.82,83.09,Clear
2024-12-16,Bangalore,73.04,183.05,68.51,55.31,2.01,50.73,75.12,Rainy
2024-12-16,Kolkata,47.98,213.91,18.34,75.54,8.69,89.17,88.64,Rainy
2024-12-16,Chennai,146.95,128.74,45.85,83.35,2.59,39.26,78.34,Hazy
2024-12-16,Hyderabad,82.95,156.12,102.56,50.59,5.26,40.42,80.87,Hazy
2024-12-16,Pune,221.88,84.51,132.42,93.66,2.97,105.26,111.24,Cloudy
2024-12-16,Ahmedabad,154.73,103.69,54.7,49.13,8.31,31.74,79.52,Clear
2024-12-16,Jaipur,150.93,69.1,137.34,83.13,2.21,137.88,100.08,Foggy
2024-12-16,Lucknow,64.96,236.27,51.9,78.55,9.76,11.93,90.2,Hazy
2024-12-15,Delhi,238.17,93.92,24.01,78.49,4.98,76.7,93.52,Cloudy
2024-12-15,Mumbai,68.27,286.76,29.93,41.87,5.72,20.15,84.03,Rainy
2024-12-15,Bangalore,57.52,181.48,46.67,78.04,6.35,54.58,80.3,Foggy
2024-12-15,Kolkata,168.55,130.4,31.11,5.79,3.7,133.39,84.37,Rainy
2024-12-15,Chennai,217.16,221.32,133.64,62.36,5.71,103.59,132.53,Hazy
2024-12-15,Hyderabad,161.55,74.79,53.04,20.21,1.42,121.45,74.21,Cloudy
2024-12-15,Pune,172.09,59.62,11.68,88.83,5.51,113.15,83.41,Rainy
2024-12-15,Ahmedabad,115.11,92.8,123.48,82.24,1.04,98.71,87.12,Clear
2024-12-15,Jaipur,30.88,194.15,74.6,32.35,3.98,46.09,69.64,Hazy
2024-12-15,Lucknow,231.19,146.2,10.62,49.95,5.24,117.53,101.31,Clear
2024-12-14,Delhi,248.41,293.52,48.42,86.62,5.68,80.57,135.72,Rainy
2024-12-14,Mumbai,235.92,108.07,142.84,57.15,0.61,82.28,105.39,Cloudy
2024-12-14,Bangalore,140.94,242.05,77.2,39.04,3.25,104.42,106.02,Hazy
2024-12-14,Kolkata,97.54,267.76,63.72,83.8,8.46,92.25,114.94,Foggy
2024-12-14,Chennai,29.79,244.85,31.69,33.77,8.75,43.18,78.46,Cloudy
2024-12-14,Hyderabad,90.46,39.42,24.62,83.31,9.38,74.77,67.73,Foggy
2024-12-14,Pune,188.17,243.22,54.12,36.42,1.86,105.18,107.62,Cloudy
2024-12-14,Ahmedabad,187.11,42.06,106.17,11.2,0.6,31.17,63.95,Foggy
2024-12-14,Jaipur,114.43,196.33,52.63,8.38,7.36,60.41,84.3,Cloudy
2024-12-14,Lucknow,241.19,243.55,12.64,84.93,2.83,178.48,131.51,Foggy
2024-12-13,Delhi,211.29,76.52,93.04,32.16,8.14,129.14,103.92,Rainy
2024-12-13,Mumbai,176.96,293.17,94.2,59.85,5.42,144.34,137.12,Rainy
2024-12-13,Bangalore,81.43,279.33,91.88,13.88,9.21,82.04,106.78,Clear
2024-12-13,Kolkata,49.81,250.83,132.93,90.45,9.17,35.18,108.48,Cloudy
2024-12-13,Chennai,236.56,109.16,131.31,57.67,4.73,128.72,118.45,Hazy
2024-12-13,Hyderabad,96.41,98.95,15.22,52.06,6.71,52.68,63.74,Cloudy
2024-12-13,Pune,219.02,232.93,144.23,31.7,1.98,77.04,120.79,Cloudy
2024-12-13,Ahmedabad,123.03,59.99,125.09,5.45,7.74,168.97,93.32,Cloudy
2024-12-13,Jaipur,116.63,76.53,91.58,56.36,6.75,147.79,92.73,Cloudy
2024-12-13,Lucknow,43.53,235.9,76.24,34.17,9.68,175.65,110.38,Rainy
2024-12-12,Delhi,241.13,288.74,100.95,96.27,6.68,94.13,148.0,Foggy
2024-12-12,Mumbai,219.47,114.58,96.31,5.13,6.2,117.89,102.56,Foggy
2024-12-12,Bangalore,200.82,36.83,145.37,64.0,5.77,17.28,87.0,Hazy
2024-12-12,Kolkata,160.95,248.47,34.96,44.96,9.07,92.13,112.03,Hazy
2024-12-12,Chennai,208.31,113.82,139.65,57.11,9.99,173.36,132.03,Hazy
2024-12-12,Hyderabad,211.32,47.83,81.73,75.53,3.6,55.28,84.61,Cloudy
2024-12-12,Pune,226.24,287.8,39.43,69.01,4.87,118.7,131.65,Clear
2024-12-12,Ahmedabad,63.98,62.27,104.2,59.64,4.76,116.96,75.77,Rainy
2024-12-12,Jaipur,28.73,252.92,114.22,95.49,9.08,177.3,126.58,Hazy
2024-12-12,Lucknow,163.29,61.24,88.05,35.05,7.31,20.96,73.61,Clear
2024-12-11,Delhi,70.07,56.94,145.1,74.04,1.58,170.39,88.72,Cloudy
2024-12-11,Mumbai,164.36,254.76,30.0,83.62,8.74,157.72,129.64,Clear
2024-12-11,Bangalore,72.05,133.41,118.99,60.96,4.62,18.77,75.06,Hazy
2024-12-11,Kolkata,32.96,107.78,105.61,66.82,4.65,48.84,68.08,Rainy
2024-12-11,Chennai,26.05,251.53,100.62,60.08,3.3,79.97,91.88,Cloudy
2024-12-11,Hyderabad,226.5,196.17,56.55,70.32,1.56,136.11,116.88,Foggy
2024-12-11,Pune,89.25,271.25,37.75,50.01,5.37,51.11,92.18,Cloudy
2024-12-11,Ahmedabad,231.0,30.8,135.08,68.88,5.4,110.53,105.05,Hazy
2024-12-11,Jaipur,89.12,132.04,75.08,89.92,3.43,87.03,84.58,Clear
2024-12-11,Lucknow,157.39,126.5,82.93,42.77,4.44,70.46,87.41,Clear
2024-12-10,Delhi,215.64,194.59,123.63,56.56,8.3,32.3,117.62,Foggy
2024-12-10,Mumbai,127.28,153.97,58.25,10.15,9.64,129.46,95.92,Cloudy
2024-12-10,Bangalore,124.0,138.66,119.65,31.3,0.91,66.59,81.55,Foggy
2024-12-10,Kolkata,247.36,37.07,130.82,69.27,7.15,103.05,109.84,Hazy
2024-12-10,Chennai,126.35,71.63,108.85,31.19,3.52,136.53,84.96,Hazy
2024-12-10,Hyderabad,173.59,167.33,15.45,72.28,0.74,80.25,86.05,Rainy
2024-12-10,Pune,43.8,220.45,49.57,96.13,3.14,178.47,103.3,Foggy
2024-12-10,Ahmedabad,96.24,142.78,84.96,12.09,2.26,165.59,87.38,Hazy
2024-12-10,Jaipur,114.93,137.92,78.67,6.07,3.13,87.25,76.02,Rainy
2024-12-10,Lucknow,210.08,276.02,38.8,16.54,5.92,40.3,106.82,Cloudy
2024-12-09,Delhi,37.79,270.05,96.11,24.39,4.69,104.35,96.6,Foggy
2024-12-09,Mumbai,116.73,283.88,57.75,86.83,4.42,37.53,104.49,Cloudy
2024-12-09,Bangalore,85.55,156.33,95.3,20.84,3.79,49.08,74.17,Foggy
2024-12-09,Kolkata,174.66,245.52,117.93,30.28,2.15,164.4,125.71,Hazy
2024-12-09,Chennai,107.91,39.92,96.57,37.55,1.24,99.01,65.56,Rainy
